"editid","class","annotators","totalannotators"
27031,"regular",6,6
27032,"regular",6,6
27034,"regular",6,6
27035,"regular",6,6
27036,"vandalism",6,6
27037,"regular",6,6
27038,"regular",6,6
27043,"regular",6,6
27044,"regular",6,6
27046,"regular",6,6
27047,"regular",6,6
27048,"regular",6,6
27049,"regular",6,6
27050,"regular",6,6
27055,"regular",7,8
27056,"regular",8,8
27057,"regular",7,7
27058,"regular",7,7
27059,"regular",7,7
27060,"regular",8,8
27061,"regular",7,7
27062,"regular",7,7
27063,"regular",5,5
27064,"regular",3,4
27066,"regular",4,4
27067,"regular",6,6
27068,"regular",5,6
27069,"regular",5,6
27070,"regular",6,6
27071,"regular",6,6
27072,"regular",6,6
27073,"regular",6,6
27074,"vandalism",6,6
27079,"regular",6,6
27080,"regular",6,6
27081,"regular",6,6
27082,"regular",6,6
27083,"regular",10,18
27084,"regular",6,6
27085,"regular",6,6
27086,"regular",6,6
27092,"regular",5,5
27093,"regular",5,5
27094,"regular",5,5
27095,"vandalism",6,8
27096,"regular",5,5
27097,"regular",5,5
27098,"regular",6,6
27103,"regular",6,6
27104,"regular",6,6
27105,"vandalism",6,6
27106,"regular",6,6
27107,"regular",6,6
27108,"regular",6,6
27109,"regular",6,6
27110,"regular",5,6
27115,"regular",6,6
27116,"regular",6,6
27117,"regular",5,6
27118,"regular",6,6
27119,"regular",5,6
27120,"vandalism",8,9
27121,"regular",6,6
27122,"vandalism",6,6
27127,"regular",6,6
27128,"regular",6,6
27129,"regular",6,6
27130,"regular",6,6
27131,"regular",6,6
27132,"regular",6,6
27133,"regular",5,6
27134,"regular",6,6
27139,"vandalism",6,7
27140,"regular",3,4
27141,"regular",6,6
27142,"regular",4,4
27143,"regular",4,4
27144,"vandalism",5,7
27145,"regular",3,4
27146,"regular",4,4
27151,"regular",5,7
27152,"regular",7,7
27153,"vandalism",9,11
27154,"regular",9,10
27155,"regular",7,7
27156,"regular",7,7
27157,"regular",8,8
27158,"regular",7,7
27159,"regular",4,4
27163,"regular",6,6
27164,"regular",6,6
27165,"regular",6,6
27166,"regular",6,6
27167,"regular",6,6
27168,"regular",5,6
27169,"vandalism",6,6
27170,"regular",6,6
27175,"regular",10,10
27176,"regular",11,18
27177,"regular",7,7
27178,"regular",6,6
27179,"regular",9,9
27180,"regular",5,6
27181,"regular",6,6
27182,"regular",6,6
27187,"regular",5,6
27188,"regular",6,6
27189,"regular",6,6
27190,"regular",5,6
27192,"regular",6,6
27194,"regular",7,7
27195,"regular",4,4
27199,"regular",6,6
27200,"regular",7,7
27201,"regular",9,12
27202,"regular",5,6
27203,"regular",6,6
27204,"regular",6,6
27205,"regular",6,6
27206,"regular",6,6
27211,"regular",6,6
27213,"regular",6,6
27214,"regular",6,6
27215,"regular",6,6
27216,"regular",5,5
27218,"vandalism",11,18
27223,"regular",6,6
27224,"regular",8,10
27225,"regular",5,6
27226,"regular",6,6
27227,"regular",6,6
27228,"regular",12,17
27229,"regular",5,6
27230,"regular",7,7
27235,"regular",6,6
27236,"regular",6,6
27237,"regular",9,9
27238,"vandalism",5,6
27239,"regular",7,9
27240,"regular",7,7
27241,"regular",7,7
27242,"regular",5,6
27247,"regular",3,4
27248,"regular",6,12
27249,"regular",4,4
27250,"regular",4,4
27251,"regular",4,4
27252,"regular",4,4
27253,"vandalism",5,7
27254,"regular",4,4
27259,"regular",7,7
27260,"regular",6,6
27261,"regular",6,6
27262,"regular",6,6
27263,"regular",5,6
27264,"regular",6,6
27265,"regular",6,7
27266,"regular",6,6
27271,"regular",4,4
27272,"regular",4,4
27273,"regular",3,4
27274,"vandalism",7,7
27275,"regular",4,4
27276,"regular",4,4
27277,"regular",4,4
27278,"regular",4,4
27283,"regular",6,6
27284,"regular",6,6
27285,"regular",6,6
27286,"regular",5,6
27287,"regular",6,7
27288,"regular",5,6
27289,"regular",6,6
27290,"regular",7,9
27295,"regular",6,6
27296,"regular",6,6
27297,"regular",6,6
27298,"regular",6,6
27299,"regular",6,6
27300,"regular",6,6
27301,"vandalism",8,8
27302,"regular",5,5
27307,"regular",7,9
27308,"regular",5,6
27309,"regular",6,6
27310,"regular",7,9
27311,"regular",5,6
27312,"vandalism",11,15
27313,"regular",5,6
27314,"regular",6,6
27319,"regular",6,6
27320,"regular",5,6
27321,"regular",6,6
27322,"regular",6,6
27323,"regular",5,6
27324,"regular",5,6
27325,"regular",6,6
27326,"regular",6,6
27331,"vandalism",8,10
27332,"regular",7,7
27333,"regular",7,7
27334,"regular",7,7
27335,"regular",7,7
27336,"regular",7,7
27337,"regular",7,7
27343,"regular",7,7
27344,"regular",7,7
27345,"regular",7,7
27346,"regular",7,7
27347,"regular",7,7
27348,"regular",7,8
27349,"regular",8,10
27350,"regular",9,10
27351,"vandalism",6,7
27352,"regular",4,4
27355,"regular",7,7
27356,"regular",8,8
27357,"regular",7,7
27358,"regular",7,7
27359,"regular",8,8
27360,"vandalism",7,7
27361,"regular",7,7
27362,"regular",9,10
27363,"regular",4,4
27364,"regular",5,5
27365,"regular",4,4
27366,"regular",4,4
27367,"regular",9,10
27368,"regular",8,8
27369,"regular",8,10
27370,"regular",7,7
27371,"regular",7,7
27372,"regular",11,23
27373,"regular",7,7
27374,"regular",7,7
27375,"regular",3,4
27376,"regular",4,4
27377,"vandalism",7,7
27379,"regular",6,6
27380,"regular",6,6
27381,"regular",6,6
27382,"regular",6,6
27383,"regular",6,6
27384,"regular",7,7
27385,"regular",6,6
27386,"regular",6,6
27391,"regular",7,7
27392,"regular",7,7
27393,"regular",7,7
27394,"regular",7,7
27395,"regular",7,7
27396,"regular",7,7
27397,"regular",7,7
27398,"regular",6,7
27403,"regular",7,7
27404,"regular",7,7
27405,"regular",7,7
27406,"vandalism",5,7
27407,"regular",6,6
27408,"regular",7,7
27409,"regular",7,7
27410,"regular",7,7
27415,"regular",6,6
27416,"regular",5,6
27417,"regular",6,6
27418,"regular",6,6
27419,"regular",6,6
27420,"regular",6,6
27421,"regular",5,6
27422,"regular",6,6
27427,"regular",6,6
27428,"regular",5,6
27429,"regular",5,6
27430,"regular",6,6
27431,"regular",5,6
27432,"regular",6,6
27433,"regular",6,6
27434,"regular",5,6
27439,"vandalism",9,17
27440,"regular",6,6
27441,"regular",5,6
27442,"regular",6,6
27443,"regular",6,6
27444,"regular",8,8
27445,"vandalism",6,6
27446,"regular",5,6
27447,"regular",5,7
27451,"regular",6,6
27452,"regular",6,6
27453,"regular",6,6
27454,"regular",6,6
27455,"regular",6,6
27456,"regular",6,6
27457,"regular",5,6
27458,"regular",10,10
27463,"vandalism",6,6
27464,"regular",6,6
27465,"regular",6,6
27466,"regular",6,6
27467,"regular",6,6
27468,"regular",6,6
27469,"regular",6,6
27470,"regular",6,6
27471,"regular",4,4
27472,"regular",5,5
27473,"regular",4,4
27474,"regular",4,4
27475,"regular",6,6
27476,"regular",6,6
27477,"regular",6,6
27478,"regular",6,6
27479,"regular",6,6
27480,"regular",6,6
27481,"vandalism",5,6
27482,"regular",6,7
27487,"regular",5,7
27488,"vandalism",8,8
27489,"regular",4,4
27490,"regular",8,10
27491,"regular",4,4
27492,"vandalism",7,7
27493,"vandalism",7,7
27494,"regular",4,4
27495,"vandalism",6,6
27499,"regular",9,12
27500,"regular",6,6
27501,"vandalism",8,9
27502,"regular",6,6
27503,"regular",6,6
27504,"regular",5,6
27505,"vandalism",7,9
27506,"regular",6,6
27507,"regular",4,4
27508,"regular",4,4
27509,"regular",4,4
27510,"regular",4,4
27511,"regular",6,6
27512,"regular",6,6
27513,"regular",5,6
27514,"regular",6,6
27515,"vandalism",6,6
27516,"regular",6,6
27517,"regular",6,6
27518,"regular",6,6
27519,"regular",4,4
27520,"regular",4,4
27521,"regular",4,4
27522,"regular",4,4
27523,"regular",6,6
27524,"regular",6,6
27525,"regular",6,6
27526,"regular",6,6
27527,"vandalism",6,6
27528,"regular",6,6
27529,"regular",6,6
27530,"regular",10,13
27531,"regular",4,4
27535,"regular",5,6
27536,"regular",6,6
27537,"regular",5,6
27538,"vandalism",8,9
27539,"regular",6,6
27540,"regular",6,6
27541,"regular",6,6
27542,"regular",6,6
27547,"regular",7,7
27548,"regular",7,7
27549,"regular",7,7
27550,"regular",9,10
27551,"regular",7,7
27552,"regular",8,8
27553,"regular",7,7
27554,"regular",9,10
27555,"regular",4,4
27556,"vandalism",12,17
27559,"regular",5,5
27560,"regular",5,5
27561,"regular",5,5
27562,"regular",5,5
27563,"regular",5,5
27564,"regular",5,5
27565,"regular",5,5
27566,"regular",5,5
27567,"regular",4,4
27568,"regular",4,4
27571,"regular",5,6
27572,"vandalism",6,6
27574,"regular",5,6
27575,"regular",6,6
27576,"regular",5,6
27577,"regular",6,6
27578,"regular",6,6
27583,"regular",6,6
27584,"regular",6,6
27585,"regular",7,9
27586,"regular",5,6
27587,"regular",6,6
27588,"regular",5,6
27590,"regular",6,6
27595,"regular",7,7
27596,"regular",7,7
27597,"regular",7,7
27598,"regular",7,7
27599,"regular",7,7
27600,"regular",8,10
27601,"regular",7,7
27602,"regular",7,7
27603,"regular",4,4
27607,"regular",6,6
27608,"regular",6,6
27609,"regular",6,6
27610,"regular",7,7
27611,"regular",6,6
27612,"regular",6,6
27613,"regular",6,6
27614,"vandalism",8,9
27615,"regular",4,4
27616,"regular",4,4
27617,"regular",4,4
27618,"regular",4,4
27619,"regular",6,6
27620,"regular",6,6
27621,"regular",6,6
27622,"regular",5,6
27623,"regular",6,6
27624,"regular",9,13
27625,"regular",6,6
27626,"regular",7,7
27631,"regular",6,6
27632,"regular",5,6
27633,"regular",6,6
27634,"regular",6,6
27635,"regular",6,6
27636,"regular",6,6
27637,"regular",6,6
27638,"regular",6,6
27643,"regular",7,7
27644,"regular",7,7
27645,"regular",7,7
27646,"regular",7,7
27647,"regular",7,7
27648,"regular",7,7
27649,"vandalism",7,7
27650,"regular",7,7
27655,"regular",6,6
27656,"regular",6,6
27657,"regular",8,8
27658,"regular",5,6
27659,"vandalism",12,18
27660,"regular",6,6
27661,"regular",6,6
27662,"regular",6,6
27667,"regular",6,6
27668,"regular",6,6
27669,"regular",6,6
27670,"regular",6,6
27672,"regular",6,6
27673,"regular",6,6
27674,"regular",5,6
27679,"regular",6,6
27680,"regular",5,7
27681,"regular",5,6
27682,"regular",6,6
27683,"regular",6,6
27685,"regular",6,6
27686,"regular",5,6
27691,"regular",7,7
27692,"regular",7,7
27693,"regular",7,7
27694,"regular",7,7
27695,"regular",7,7
27696,"regular",7,7
27697,"regular",7,7
27698,"regular",7,7
27703,"regular",5,5
27704,"regular",5,5
27705,"regular",4,5
27706,"regular",5,5
27707,"vandalism",8,11
27708,"regular",4,5
27709,"regular",4,5
27710,"regular",5,5
27715,"regular",6,6
27716,"regular",6,6
27717,"regular",6,6
27718,"vandalism",6,6
27720,"regular",6,6
27721,"regular",6,6
27722,"regular",5,6
27728,"regular",6,7
27729,"regular",7,7
27730,"regular",7,7
27731,"regular",7,7
27732,"regular",7,7
27733,"regular",7,7
27734,"regular",7,7
27735,"regular",4,4
27736,"regular",4,4
27737,"regular",4,4
27738,"regular",3,4
27739,"regular",6,6
27740,"regular",6,6
27741,"regular",6,6
27743,"regular",5,6
27744,"regular",6,6
27745,"regular",6,6
27746,"regular",6,6
27747,"regular",4,5
27751,"regular",7,7
27752,"regular",7,7
27753,"regular",7,7
27754,"regular",7,10
27755,"regular",7,7
27756,"regular",4,4
27757,"regular",4,4
27758,"regular",4,4
27763,"regular",4,4
27764,"regular",4,4
27765,"regular",6,7
27766,"regular",4,4
27767,"regular",5,7
27768,"regular",4,4
27769,"regular",4,4
27770,"regular",4,4
27775,"regular",5,7
27776,"regular",3,3
27777,"regular",3,3
27778,"regular",3,3
27779,"regular",3,3
27780,"regular",5,6
27781,"regular",5,6
27782,"regular",3,3
27783,"regular",4,4
27784,"regular",4,4
27787,"regular",3,3
27788,"regular",3,3
27789,"vandalism",6,6
27790,"vandalism",6,6
27791,"regular",3,3
27792,"regular",3,3
27793,"regular",3,3
27794,"regular",3,3
27799,"vandalism",6,6
27800,"regular",3,3
27801,"regular",3,3
27802,"regular",3,3
27803,"regular",3,3
27804,"regular",3,3
27805,"regular",3,3
27806,"regular",3,3
27807,"regular",4,4
27811,"regular",4,4
27812,"regular",4,4
27813,"regular",4,4
27814,"regular",4,4
27815,"regular",4,4
27816,"regular",4,4
27817,"regular",6,7
27818,"regular",4,4
27823,"regular",4,4
27824,"regular",4,4
27825,"regular",4,4
27826,"regular",4,4
27827,"regular",6,7
27828,"regular",4,4
27829,"regular",4,4
27830,"regular",4,4
27831,"regular",5,5
27835,"regular",5,5
27836,"regular",5,5
27837,"regular",5,5
27839,"regular",4,5
27840,"regular",5,5
27841,"regular",5,5
27842,"regular",5,5
27847,"regular",3,3
27848,"regular",3,3
27849,"regular",3,3
27850,"regular",3,3
27851,"regular",3,3
27852,"regular",3,3
27853,"regular",3,3
27854,"regular",9,17
27859,"regular",3,3
27860,"regular",3,3
27861,"regular",5,6
27862,"regular",3,3
27863,"regular",3,3
27864,"regular",5,6
27865,"regular",3,3
27866,"regular",3,3
27871,"regular",3,3
27872,"regular",3,3
27873,"regular",7,9
27874,"regular",5,6
27875,"regular",3,3
27876,"regular",3,3
27877,"regular",3,3
27878,"regular",3,3
27883,"regular",5,5
27884,"regular",5,5
27885,"regular",5,5
27886,"regular",4,5
27887,"regular",5,5
27888,"regular",5,5
27889,"vandalism",7,8
27890,"vandalism",8,9
27891,"vandalism",9,13
27892,"regular",4,4
27895,"regular",3,3
27896,"regular",7,9
27897,"regular",5,6
27898,"regular",3,3
27899,"regular",5,6
27900,"regular",5,6
27901,"regular",5,6
27902,"regular",3,3
27907,"regular",3,3
27908,"regular",3,3
27909,"regular",3,3
27910,"regular",3,3
27911,"regular",6,6
27912,"regular",3,3
27913,"regular",3,3
27914,"regular",3,3
27915,"regular",3,4
27916,"regular",3,4
27919,"regular",3,3
27920,"regular",3,3
27921,"regular",3,3
27922,"regular",3,3
27923,"regular",3,3
27924,"regular",6,6
27925,"regular",3,3
27926,"regular",3,3
27927,"regular",3,4
27928,"regular",4,4
27929,"regular",4,4
27930,"vandalism",6,7
27931,"regular",4,4
27932,"regular",3,3
27933,"regular",4,4
27934,"regular",3,3
27935,"regular",4,4
27936,"regular",4,4
27937,"regular",4,4
27938,"regular",5,5
27943,"regular",3,3
27944,"regular",3,3
27945,"regular",3,3
27946,"regular",3,3
27947,"regular",5,6
27948,"vandalism",7,9
27949,"regular",3,3
27950,"regular",3,3
27951,"regular",9,16
27955,"regular",6,7
27956,"regular",4,4
27957,"regular",4,4
27958,"regular",4,4
27959,"regular",4,4
27960,"regular",5,5
27961,"regular",4,4
27962,"regular",3,4
27967,"regular",10,14
27968,"regular",5,5
27969,"regular",5,5
27970,"regular",6,6
27972,"vandalism",7,14
27973,"regular",6,8
27974,"regular",4,5
27979,"regular",4,4
27980,"regular",4,4
27981,"regular",10,19
27982,"regular",6,7
27983,"regular",4,4
27984,"regular",4,4
27985,"regular",4,4
27986,"regular",4,4
27991,"regular",4,5
27992,"regular",5,5
27993,"regular",5,5
27994,"regular",5,5
27995,"vandalism",6,13
27996,"regular",5,6
27997,"regular",5,5
27998,"regular",4,5
27999,"regular",4,4
28000,"regular",4,4
28003,"regular",3,3
28004,"regular",3,3
28005,"regular",6,6
28007,"regular",3,3
28008,"vandalism",5,6
28009,"regular",3,3
28010,"regular",3,3
28015,"regular",3,3
28016,"regular",3,3
28018,"regular",5,6
28019,"regular",3,3
28020,"regular",3,3
28021,"regular",3,3
28022,"regular",3,3
28027,"regular",3,3
28028,"regular",3,3
28029,"regular",3,3
28030,"regular",3,3
28031,"regular",6,8
28032,"regular",9,12
28033,"regular",3,3
28034,"regular",6,6
28039,"regular",3,3
28040,"regular",3,3
28041,"regular",5,6
28042,"regular",3,3
28044,"regular",3,3
28045,"regular",3,3
28047,"regular",4,4
28048,"regular",4,4
28049,"regular",4,4
28050,"regular",4,4
28051,"regular",4,4
28052,"regular",4,4
28053,"regular",4,4
28054,"regular",4,4
28055,"vandalism",7,7
28056,"regular",4,4
28057,"regular",4,4
28058,"regular",4,4
28063,"regular",3,3
28064,"regular",3,3
28065,"regular",3,3
28066,"vandalism",6,6
28067,"regular",5,6
28068,"regular",3,3
28069,"regular",3,3
28070,"regular",3,3
28075,"regular",5,5
28076,"regular",9,14
28077,"regular",5,5
28078,"regular",5,5
28079,"regular",5,5
28080,"regular",5,5
28081,"regular",5,5
28082,"regular",5,5
28087,"regular",5,5
28088,"regular",4,5
28089,"regular",4,4
28090,"regular",4,4
28091,"regular",5,5
28092,"regular",5,5
28093,"regular",5,5
28094,"regular",5,5
28099,"regular",5,6
28100,"regular",7,9
28101,"regular",3,3
28102,"regular",5,6
28103,"regular",6,6
28104,"regular",3,3
28105,"regular",3,3
28106,"regular",3,3
28111,"regular",5,5
28112,"regular",5,5
28113,"regular",5,5
28114,"regular",5,5
28115,"regular",5,5
28116,"regular",5,5
28117,"regular",5,5
28118,"regular",5,5
28119,"regular",4,4
28123,"regular",4,4
28124,"regular",4,4
28125,"regular",4,4
28126,"regular",4,4
28127,"regular",4,4
28128,"regular",6,7
28129,"regular",4,4
28130,"regular",4,4
28131,"regular",6,6
28132,"regular",4,4
28133,"vandalism",6,7
28134,"regular",4,4
28135,"regular",6,6
28136,"regular",3,3
28137,"regular",3,3
28138,"regular",3,3
28139,"regular",9,11
28140,"regular",7,9
28141,"regular",3,3
28142,"regular",5,5
28147,"regular",10,18
28148,"regular",3,3
28149,"regular",3,3
28150,"regular",3,3
28151,"vandalism",11,18
28152,"regular",3,3
28153,"regular",5,5
28159,"regular",4,4
28160,"regular",4,4
28161,"vandalism",7,7
28162,"regular",4,4
28163,"regular",4,4
28164,"regular",4,4
28165,"regular",4,4
28166,"regular",5,7
28171,"regular",9,12
28172,"regular",3,3
28173,"regular",3,3
28174,"regular",3,3
28175,"regular",3,3
28176,"regular",3,3
28177,"regular",3,3
28178,"regular",3,3
28183,"regular",5,6
28184,"regular",3,3
28185,"regular",3,3
28187,"regular",3,3
28189,"regular",3,3
28190,"regular",3,3
28191,"regular",4,4
28192,"regular",4,4
28193,"regular",3,4
28194,"regular",4,4
28195,"regular",4,4
28196,"regular",4,4
28197,"regular",4,4
28198,"regular",7,10
28199,"regular",4,4
28200,"vandalism",10,18
28201,"regular",4,4
28202,"regular",4,4
28203,"regular",4,4
28207,"regular",5,5
28208,"regular",5,5
28209,"regular",5,5
28210,"regular",4,5
28211,"vandalism",8,8
28212,"regular",6,6
28213,"regular",5,5
28214,"regular",8,11
28219,"regular",3,3
28220,"regular",5,6
28221,"regular",3,3
28222,"regular",5,6
28223,"regular",3,3
28224,"regular",3,3
28225,"vandalism",9,12
28226,"regular",3,3
28227,"regular",3,4
28231,"regular",4,4
28232,"regular",4,4
28233,"regular",4,4
28234,"regular",4,4
28235,"regular",4,4
28236,"regular",6,7
28237,"regular",4,4
28238,"regular",4,4
28243,"regular",5,5
28244,"regular",5,5
28245,"vandalism",6,8
28246,"regular",5,5
28247,"regular",5,5
28248,"regular",5,5
28249,"regular",4,5
28250,"regular",5,5
28255,"regular",3,3
28256,"regular",3,3
28257,"regular",3,3
28258,"regular",3,3
28259,"regular",3,3
28260,"regular",3,3
28261,"regular",3,3
28262,"regular",3,3
28263,"regular",4,4
28267,"regular",6,7
28268,"regular",5,5
28269,"regular",5,5
28270,"regular",5,5
28271,"regular",5,5
28272,"regular",4,5
28273,"regular",5,5
28274,"regular",5,5
28279,"regular",3,3
28280,"regular",3,3
28281,"regular",3,3
28282,"regular",3,3
28283,"regular",5,6
28284,"regular",5,5
28285,"regular",3,3
28286,"regular",3,3
28287,"regular",3,4
28291,"regular",3,3
28292,"regular",3,3
28293,"regular",3,3
28294,"regular",3,3
28295,"regular",3,3
28296,"regular",3,3
28297,"regular",3,3
28298,"regular",3,3
28303,"regular",5,6
28304,"regular",3,3
28305,"regular",7,9
28306,"regular",3,3
28307,"regular",3,3
28308,"vandalism",9,12
28309,"regular",3,3
28310,"regular",5,6
28315,"regular",3,3
28316,"regular",3,3
28317,"regular",3,3
28318,"regular",5,6
28319,"regular",5,6
28320,"regular",9,19
28321,"regular",3,3
28322,"regular",3,3
28323,"regular",3,3
28324,"regular",6,8
28325,"regular",4,4
28326,"regular",4,4
28327,"regular",3,3
28328,"regular",11,15
28329,"regular",3,3
28330,"regular",3,3
28331,"regular",11,18
28332,"vandalism",8,9
28333,"regular",3,3
28334,"regular",3,3
28335,"vandalism",9,15
28336,"regular",3,3
28337,"regular",4,4
28338,"regular",4,4
28339,"regular",4,5
28340,"vandalism",6,8
28341,"regular",4,5
28342,"regular",5,6
28343,"regular",5,5
28344,"regular",6,8
28345,"regular",5,5
28346,"regular",6,6
28351,"regular",3,3
28352,"regular",3,3
28353,"regular",3,3
28354,"regular",3,3
28355,"regular",6,6
28356,"regular",3,3
28357,"vandalism",6,6
28358,"regular",3,3
28359,"regular",4,4
28360,"vandalism",7,7
28361,"regular",4,4
28362,"regular",4,4
28363,"regular",4,4
28364,"regular",4,4
28365,"regular",4,4
28366,"regular",4,4
28367,"regular",4,4
28368,"vandalism",10,19
28369,"regular",4,4
28370,"regular",5,7
28375,"regular",4,4
28376,"regular",4,4
28377,"regular",4,4
28378,"regular",4,4
28379,"regular",4,4
28380,"regular",4,4
28381,"regular",4,4
28382,"regular",4,4
28387,"regular",3,3
28388,"regular",3,3
28389,"regular",3,3
28390,"regular",3,3
28391,"regular",3,3
